GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Finish Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided,Latitude,Longitude
1004065.0,640,Johnson County LF,KS,Shawnee,Johnson,Private,WM,45791997.0,2021.0,Yes,9.647,2.847,710-0,Operational,Project #1,2001-09-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Selexol technology,,,4.9,Los Angeles Department of Water & Power (LADWP); Shell Energy North America,"Morrow Renewables, LLC","Archaea Energy, LLC",,No,0.48043,0.03866,39.04226,-94.79455
1004065.0,640,Johnson County LF,KS,Shawnee,Johnson,Private,WM,45791997.0,2021.0,Yes,9.647,2.847,710-1,Operational,"Project #1, Expansion #1",2008-01-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Selexol technology,,,1.9,Los Angeles Department of Water & Power (LADWP); Shell Energy North America,,"Archaea Energy, LLC",,No,0.18629,0.01499,39.04226,-94.79455
1004252.0,1100,Johnston County MSW LF,NC,Smithfield,Johnston,Public,"Johnston County, NC",4339132.0,2021.0,Yes,0.467,0.0,1174-0,Operational,Project #1,2013-06-19,2023-08-06,Electricity,Reciprocating Engine,,possible heat recovery; (1) CAT 3520,1.28,1.6,0.57,Duke Energy Progress,C2i Methane Partners,"Archaea Energy, LLC","Caterpillar, Inc.; Gregory Poole Power Systems",No,0.06477,0.00663,35.5117,-78.4295
1002183.0,1832,Jones Crossroads Landfill,DE,Georgetown,Sussex,Public,Delaware Solid Waste Authority,7440240.0,2021.0,Yes,2.775,0.845,166404-0,Operational,Project #1,2006-10-24,2023-08-06,Electricity,Reciprocating Engine,,4 GE Jenbacher 320 engines,3.29,4.24,1.8,Constellation,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines; Northeast Energy Systems,No,0.16648,0.01705,38.596,-75.439
1002183.0,1832,Jones Crossroads Landfill,DE,Georgetown,Sussex,Public,Delaware Solid Waste Authority,7440240.0,2021.0,Yes,2.775,0.845,166404-1,Operational,"Project #1, Expansion #1",2010-02-01,2023-08-06,Electricity,Reciprocating Engine,,GE Jenbacher 320 engine,0.2,1.06,0.13,Constellation,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.01012,0.00104,38.596,-75.439
1004011.0,184,Keller Canyon LF,CA,Pittsburg,Contra Costa,Private,"Republic Services, Inc.",23368928.0,2021.0,Yes,5.231,3.601,241-0,Operational,Project #1,2009-08-01,2023-08-06,Electricity,Reciprocating Engine,,(2) GE Jenbacher engines; LFG is filtered and dried,3.8,3.8,1.63,"Alameda Municipal Power; City of Palo Alto, CA","Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.19229,0.01969,38.00472,-121.93611
1003464.0,2237,Kent County - South Kent LF,MI,Byron Center,Kent,Public,"Kent County Department of Public Works, MI",8866490.0,2021.0,Yes,2.096,0.8,180325-0,Operational,Project #1,2009-03-23,2023-08-06,Electricity,Reciprocating Engine,,(2) Caterpillar 3520Cs,3.2,3.2,1.296,Consumers Energy,Granger Energy,EDL Energy,"Caterpillar, Inc.; Loci Controls, Inc.",No,0.16192,0.01658,42.78271,-85.67065
1003625.0,1674,Kestrel Hawk Landfill,WI,Racine,Racine,Private,"Republic Services, Inc.",14470831.0,2021.0,Yes,1.689,0.64,180278-0,Operational,Project #2,2003-11-01,2023-08-06,Electricity,Cogeneration,,"LFG is piped 2/3 mile to 3.2 MW Caterpillar Solar Turbine (Centaur 40) with a Heat Recovery Steam Generator (HRSG) to recover waste heat, producing 19,000 lb/hr steam and yielding an overall efficiency of 70%",2.08,3.2,1.6,"S.C. Johnson & Son, Inc.; We Energies",Northern Power Systems,,Solar Turbines Incorporated,No,0.10525,0.01078,42.7074,-87.8703
1006261.0,1256,"Keystone Sanitary Landfill, Inc.",PA,Dunmore,Lackawanna,Private,"Keystone Sanitary Landfill, Inc.",50878808.0,2021.0,Yes,16.943,12.51,167018-1,Operational,"Combination Project, Project #2, Expansion #1",2010-01-01,2023-08-06,Electricity,Steam Turbine,,"12-mile pipeline to converted coal-fired boiler at Archbald power station to generate steam for steam turbine, power sold to wholesale market, excess steam sold to plastics manufacturer, plant’s nameplate capacity is 20 to 23.2 MW & burns LFG and NG",15.5,23.2,10.15,Laminations Inc; PEI Power; PPL Corporation,PEI Power,"Archaea Energy, LLC",,Yes,0.39216,0.04015,41.427,-75.608
1006261.0,1256,"Keystone Sanitary Landfill, Inc.",PA,Dunmore,Lackawanna,Private,"Keystone Sanitary Landfill, Inc.",50878808.0,2021.0,Yes,16.943,12.51,200997-0,Operational,"Combination Project, Project #3 (Assai)",2021-12-30,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"injecting into high-pressure NG pipeline, to be sold down the line for CNG, design inlet capacity = 22,500 cfm LFG or 16,000 mcf/day, design output = 12,000 MMBtu/day; using a 13,700 cfm Style IV NiTech NRU and also O2 and CO2 removal systems",,,,"UGI Utilities, Inc.","Archaea Energy, LLC","Archaea Energy, LLC","BCCK Engineering, Inc.",No,0.0,0.0,41.427,-75.608
1004037.0,265,Kiefer LF,CA,Sloughhouse,Sacramento,Public,"Sacramento County, CA",33349368.0,2021.0,Yes,7.318,0.37,324-0,Operational,Project #1 (KLG I),1999-01-01,2023-08-06,Electricity,Reciprocating Engine,,3 Caterpillar 3616 engines,7.26,9.15,4.56,Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC","Sacramento County, CA","Caterpillar, Inc.",No,0.36737,0.03761,38.52099,-121.1989
1004037.0,265,Kiefer LF,CA,Sloughhouse,Sacramento,Public,"Sacramento County, CA",33349368.0,2021.0,Yes,7.318,0.37,324-1,Operational,"Project #1, Expansion #1 (KLG II)",2006-01-01,2023-08-06,Electricity,Reciprocating Engine,,2 Caterpillar 3616 engines,5.6,6.1,3.2,Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC; DTE Biomass Energy",DTE Biomass Energy; Energy Power Partners,"Caterpillar, Inc.",No,0.28337,0.02901,38.52099,-121.1989
1006300.0,2444,King and Queen Landfill,VA,Little Plymouth,King and Queen,Public,"King and Queen County, VA",21559888.0,2021.0,Yes,4.213,0.901,180812-0,Operational,Project #1,2007-12-07,2023-08-06,Electricity,Reciprocating Engine,,Detroit Diesel engines,5.96,10.0,3.312,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",Fluid Components International (FCI),No,0.30159,0.03088,37.665,-76.77
1007674.0,2071,King George Landfill Inc.,VA,King George,King George,Public,"King George County, VA",34265014.0,2021.0,Yes,12.551,4.551,180122-0,Operational,Project #1,2010-05-01,2023-08-06,Electricity,Gas Turbine,,"(3) Solar Centaur 40 gas turbines at 3,330 kw each; sulfur pre-treatment",7.2,9.3,6.0,Constellation,"WM Renewable Energy, LLC",,Solar Turbines Incorporated,Yes,0.36433,0.0373,38.26964,-77.30596
1007674.0,2071,King George Landfill Inc.,VA,King George,King George,Public,"King George County, VA",34265014.0,2021.0,Yes,12.551,4.551,180122-1,Operational,"Project #1, Expansion #1",2011-01-01,2023-08-06,Electricity,Gas Turbine,,"(1) Solar Centaur 40 turbine at 3,300 kw; sulfur pretreatment",2.4,3.1,2.0,Constellation,"WM Renewable Energy, LLC",,Solar Turbines Incorporated,Yes,0.12144,0.01243,38.26964,-77.30596
1007674.0,2071,King George Landfill Inc.,VA,King George,King George,Public,"King George County, VA",34265014.0,2021.0,Yes,12.551,4.551,180122-2,Operational,"Project #1, Expansion #2",2012-01-01,2023-08-06,Electricity,Cogeneration,,"(3) 30,000-gallon/day Heartland Concentrators for leachate evaporation, each one atop a turbine to capture and use waste heat",0.0,0.0,0.0,"King George County, VA","WM Renewable Energy, LLC",,"Cameron Compression Systems; Heartland Water Technology, Inc; Solar Turbines Incorporated",Yes,0.0,0.0,38.26964,-77.30596
1005097.0,1748,L.P. Gill LF,NE,Jackson,Dakota,Private,L.P. Gill,6318657.0,2021.0,Yes,0.849,0.235,6427-0,Operational,Project #1,2007-12-01,2023-08-06,Direct,Direct Thermal,,"LFG is compressed at the LF and piped 1.25 miles to the refinery to replace 1/3 of NG needs in thermal oxidizer/boiler, refinery has 50 mil gal ethanol/yr production capacity",,,0.614,Siouxland Ethanol LLC,L.P. Gill,,,Yes,0.0602,0.00531,42.47269,-96.61456
1000536.0,1672,La Crosse County Landfill,WI,La Crosse,La Crosse,Public,"La Crosse County Solid Waste, WI",2119995.0,2021.0,Yes,0.296,0.0,1752-0,Operational,Project #1,2012-03-12,2023-08-06,Electricity,Cogeneration,,"LFG piped 1.5 miles to clinic; installed engine is GE-Jenbacher J416 (1.137 MW capacity unit); recovered heat is used to heat the 350,000 sq ft Gundersen Lutheran - Onalaska Campus",0.56,1.137,0.31,Gundersen Health System; Xcel Energy,"GL Biogas I, LLC; Gundersen Health System","GL Biogas I, LLC; Gundersen Health System",GE Energy - Jenbacher Gas Engines,Yes,0.02834,0.0029,43.878,-91.157
1003588.0,475,Lake LF,IL,Northbrook,Cook,Private,WM,15786494.0,1993.0,Yes,1.51,0.002,540-3,Operational,"Project #1, De-Expansion #3",2015-01-01,2023-08-06,Electricity,Gas Turbine,,(2) Centaur units,2.43,3.1,,Commonwealth Edison Company (ComEd),Bio Energy Partners,"WM Illinois Renewable Energy, LLC",Blackhawk Technology Company; Solar Turbines Incorporated,Unknown,0.12296,0.01259,42.1055,-87.8125
1007649.0,1290,Lake View LF,PA,Erie,Erie,Private,WM,17748560.0,2021.0,Yes,2.173,0.543,1365-0,Operational,Project #1,1997-01-01,2023-08-06,Electricity,Reciprocating Engine,,"(2) 3,050-kW Caterpillar 3616s",4.8,6.1,2.44,Constellation,Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.24289,0.02487,42.0619,-80.0178
,2425,Lamar Landfill,MO,Lamar,Barton,Public,"City of Lamar, MO",,,Yes,,,904-0,Operational,Combination Project,2010-06-30,2023-08-06,Electricity,Reciprocating Engine,,(2) 1.6-MW Caterpillar reciprocating engines,3.2,3.2,1.84,Missouri Public Utility Alliance,,,"Caterpillar, Inc.",No,0.08096,0.00829,37.547,-94.301
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,1341-0,Operational,Project #1,2004-12-15,2023-08-06,Direct,Direct Thermal,,"12.7-mile pipeline, Dart is furthest customer, LFG provides 100% of Dart's fuel needs - combusted in nine boilers, two thermal oxidizers, two building heaters, and two ovens, LFG generates electricity to treat & transport LFG (self-reliant project)",,,3.456,Dart Corporation,Granger Energy,EDL Energy,,No,0.33885,0.02987,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,1341-1,Operational,"Project #1, Expansion #1",2005-10-18,2023-08-06,Direct,Direct Thermal,,"12.7-mile pipeline, combusted in three boilers at Advanced Food Products, usage is seasonal, LFG generates electricity to treat & transport LFG (self-reliant project)",,,1.584,Advanced Food Products,Granger Energy,EDL Energy,,No,0.15531,0.01369,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,1341-2,Operational,"Project #1, Expansion #2",2006-02-01,2023-08-06,Direct,Direct Thermal,,"12.7-mile pipeline, combusted in one boiler at L&S Sweeteners, LFG generates electricity to treat & transport LFG (self-reliant project)",,,0.432,L&S Sweeteners,Granger Energy,EDL Energy,,No,0.04236,0.00373,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,180969-0,Operational,Project #2,2006-06-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3520 engine provides on-site power for the LFG compressors used for direct-use project,1.6,1.6,0.79,EDL Energy,Granger Energy,EDL Energy,"Caterpillar, Inc.",Yes,0.08096,0.00829,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,180969-1,Operational,"Project #2, Expansion #1",2010-11-30,2023-08-06,Electricity,Reciprocating Engine,,(1) additional Caterpillar 3520 engine,1.6,1.6,0.79,PPL Corporation,Granger Energy,EDL Energy,"Caterpillar, Inc.",No,0.08096,0.00829,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,181069-0,Operational,Combination Project - Engines,2013-12-06,2023-08-06,Electricity,Reciprocating Engine,,(2) CAT 3520s,3.2,3.2,,L&S Sweeteners,Granger Energy,,"Caterpillar, Inc.",No,0.08096,0.00829,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,181069-1,Construction,"Combination Project - Engines, Expansion #1",2015-12-31,2023-08-06,Electricity,Reciprocating Engine,,(1) CAT 3520 engine,1.6,1.6,0.86,,Granger Energy,,"Caterpillar, Inc.",No,0.0,0.0,40.1067,-75.9456
1002391.0,1266,Lanchester LF,PA,Narvon,Lancaster,Public,"Chester County Solid Waste Authority, PA",15498170.0,2021.0,Yes,2.92,0.0,200412-0,Operational,Combination Project - Turbines,2011-12-02,2023-08-06,Electricity,Cogeneration,,"(2) Solar Taurus 60 combustion turbines generating 5.7 MW each, with 57,000 lb/hr steam collected and used for process purposes",11.4,11.4,,Dart Corporation,Dart Corporation,,Solar Turbines Incorporated,Yes,0.28843,0.02953,40.1067,-75.9456
1006349.0,2322,Land & Lakes/Willow Ranch Landfill,IL,Romeoville,Will,Private,Land and Lakes Company,2000000.0,1992.0,Yes,0.385,,180419-0,Operational,Project #1,1998-01-01,2023-08-06,Electricity,Reciprocating Engine,,"GE-Jenbacher J 320 GS-B21, 20-cylinder, 4-stroke engine",0.4,0.987,,Commonwealth Edison Company (ComEd),"Biogas Energy Solutions, LLC",,GE Energy - Jenbacher Gas Engines,No,0.02024,0.00207,41.670518,-88.062795
1004679.0,11040,Land Recovery Landfill,WA,Graham,Pierce,Private,"Waste Connections, Inc.",21588591.0,2021.0,Yes,4.277,2.097,180950-0,Operational,Project #1,2014-01-01,2023-08-06,Electricity,Reciprocating Engine,,"Initially, (3) CAT 3520 engines",4.05,4.8,2.18,Puget Sound Energy,"Biofuels Washington, LLC","Archaea Energy, LLC","Caterpillar, Inc.",No,0.20494,0.02098,46.971,-122.2905
,1920,Langley Landfill,SC,Langley,Aiken,Public,"Aiken County, SC",1273000.0,1998.0,Yes,,,166976-0,Operational,Project #1,2007-01-01,2023-08-06,Direct,Direct Thermal,,kaolin kilns/dryers 600 feet from landfill,,,1.296,Kentucky Tennessee Clay Company,,,,No,0.12707,0.0112,33.4928,-81.8415
1003626.0,1943,Laubscher Meadows LF,IN,Evansville,Vanderburgh,Private,"Republic Services, Inc.",16833036.0,2021.0,Yes,1.75,0.42,180863-0,Operational,Project #2,2009-05-29,2023-08-06,Direct,Boiler,,"5-mile pipeline to 3 boilers at industrial facility for production of nutritional infant products, LFG will almost completely replace facility's use of NG",,,1.54,Mead Johnson Nutritionals/Bristol-Myers Squibb,"Ameresco, Inc.",,,No,0.15099,0.01331,38.0411,-87.6485
1007586.0,1286,Laurel Highlands LF,PA,Johnstown,Cambria,Private,WM,7989096.0,2021.0,Yes,1.059,0.006,1357-1,Operational,"Project #1, De-Expansion #1",2011-01-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Converted high Btu gas is 96.8% CH4 and has heating value of 970-982 Btu/scf; uses membrane technology; 1.8 mile pipeline to the NG pipeline; Rated inlet capacity of 5.2 mmscfd,,,1.3,Peoples Natural Gas,Air Liquide Biogas; Leaf Clean Energy,Montauk Renewables,Air Liquide Biogas,No,0.12746,0.01026,40.4321,-78.876
1002341.0,688,Laurel Ridge Landfill Inc.,KY,Lily,Laurel,Private,"Waste Connections, Inc.",8534122.0,2021.0,Yes,0.784,,758-0,Operational,Project #1,2003-09-15,2023-08-06,Electricity,Reciprocating Engine,,(4) Caterpillar G3516s installed in 2003,2.27,3.2,1.17,East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.",Yes,0.11487,0.01176,37.01111,-84.07897
1002557.0,2094,"Lee County LF, LLC",SC,Bishopville,Lee,Private,"Republic Services, Inc.",21208258.0,2021.0,Yes,3.979,0.379,180155-0,Operational,Project #1,2005-03-01,2023-08-06,Electricity,Reciprocating Engine,,"(3) 1.8-MW GE Jenbacher LEANOx J616GS IC engines drive 4160 V Kato generators, treatment: drop-out tank, chiller, temperature swing absorbers (carbon filters for siloxane)",2.35,5.4,1.8,Santee Cooper,Santee Cooper,Santee Cooper,GE Energy - Jenbacher Gas Engines; Nixon Energy Solutions,Yes,0.11891,0.01218,34.18,-80.2725
1002557.0,2094,"Lee County LF, LLC",SC,Bishopville,Lee,Private,"Republic Services, Inc.",21208258.0,2021.0,Yes,3.979,0.379,180155-1,Operational,"Project #1, Expansion #1",2009-06-01,2023-08-06,Electricity,Gas Turbine,,5.5 MW Solar Taurus 60 turbine driving a 4160 V Kato generator,2.35,5.5,1.8,Santee Cooper,Santee Cooper,Santee Cooper,Solar Turbines Incorporated,Yes,0.11891,0.01218,34.18,-80.2725
1004913.0,414,Lena Road Class I Landfill,FL,Bradenton,Manatee,Public,"Manatee County, FL",11332655.0,2021.0,Yes,2.623,1.003,180948-0,Operational,Project #1,2008-07-31,2023-08-06,Direct,Direct Thermal,,"drying biosolids (leftover sludge) at WWTP, using in place of natural gas, LFG provides 15 MMBtu/hr to change the biosolids into tiny fertilizer pellets inside a 30 ft x 15 ft cylinder",,,0.86,Southeast Wastewater Treatment Plant,,,,Unknown,0.08432,0.00743,27.470055,-82.443497
1004913.0,414,Lena Road Class I Landfill,FL,Bradenton,Manatee,Public,"Manatee County, FL",11332655.0,2021.0,Yes,2.623,1.003,479-0,Operational,Project #2,2014-05-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3520C engine provides power to County WWTP and for sludge dryer,1.6,1.6,0.76,Manatee County Southeast Water Reclamation Facility,"Manatee County, FL","Manatee County, FL","Caterpillar, Inc.",Yes,0.08096,0.00829,27.470055,-82.443497
1007812.0,1938,Liberty Landfill,IN,Monticello,White,Private,WM,24531482.0,2021.0,Yes,5.767,0.342,180757-0,Operational,Project #2,2005-08-01,2023-08-06,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,3.0,3.2,1.58,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.1518,0.01554,40.886,-86.7
1007812.0,1938,Liberty Landfill,IN,Monticello,White,Private,WM,24531482.0,2021.0,Yes,5.767,0.342,180757-1,Operational,"Project #2, Expansion #1",2010-01-22,2023-08-06,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,2.77,3.2,1.5,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.14017,0.01435,40.886,-86.7
1007812.0,1938,Liberty Landfill,IN,Monticello,White,Private,WM,24531482.0,2021.0,Yes,5.767,0.342,180757-2,Operational,"Project #2, Expansion #2",2017-01-01,2023-08-06,Electricity,Reciprocating Engine,,"(4) 1.6-MW, lean-burn engine-generator sets installed, each with heat input capacity of 18.20 MMBtu/hr - all 4 engines running",4.94,6.4,2.22,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.24997,0.02559,40.886,-86.7
1006229.0,467,Live Oak LF,GA,Conley,DeKalb,Private,WM,16745404.0,2004.0,Yes,2.055,0.017,532-0,Operational,Project #1,2009-03-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Air Liquide process (membrane technology) for upgrade to 2,300 scfm of high-Btu gas; half of piped gas is for use in the transportation sector and half displaces other natural gas uses",,,2.27,Southern Company Gas,"Jacoby Energy Development, Inc.",Air Liquide Biogas,Air Liquide Biogas,No,0.22257,0.01791,33.6706,-84.3428
1002249.0,497,Livingston LF,IL,Pontiac,Livingston,Private,"Republic Services, Inc.",55432490.0,2021.0,Yes,11.629,3.129,562-1,Operational,"Project #1, Re-Start",2013-10-31,2023-08-06,Electricity,Gas Turbine,,(3) re-furbished Solar Taurus 60 turbines,15.0,15.0,8.5,"PJM Interconnection, LLC","Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",Solar Turbines Incorporated,Yes,0.75902,0.07772,40.93178,-88.65735
1003260.0,931,Lockwood Regional LF,NV,Sparks,Storey,Private,WM,45958196.0,2021.0,Yes,3.782,2.272,1001-0,Operational,Project #1,2012-04-09,2023-08-06,Electricity,Reciprocating Engine,,"(2) 20-cylinder, 1,605-hp Caterpillar engines",2.9,3.2,1.51,NV Energy,"WM Renewable Energy, LLC",WM Nevada Renewable Energy,"Caterpillar, Inc.",Yes,0.14674,0.01503,39.494,-119.615
1006107.0,201,Lopez Canyon SLF,CA,Sylmar,Los Angeles,Public,"City of Los Angeles, Bureau of Sanitation, CA",19103290.0,1996.0,Yes,1.447,0.297,258-1,Operational,"Project #1, De-Expansion #1",2017-01-01,2023-08-06,Electricity,Reciprocating Engine,,(1) 3616 Caterpillar engine,2.49,3.0,1.15,Target Corporation,Cambrian Energy,Fortistar Methane Group,"Caterpillar, Inc.",No,0.126,0.0129,34.29028,-118.39111
1007969.0,2429,Lorain County Landfill I & II,OH,Oberlin,Lorain,Private,"Republic Services, Inc.",43374703.0,2021.0,Yes,10.765,1.346,1259-0,Operational,Project #1,2001-12-03,2023-08-06,Electricity,Reciprocating Engine,,(6) Deutz engines,6.1,8.1,3.0,"American Municipal Power, Inc.",EDL Energy,EDL Energy,DEUTZ Power Systems GmbH & Co KG; Parker Hannifin Filtration and Separation Division,No,0.30867,0.0316,41.305,-82.175
1007969.0,2429,Lorain County Landfill I & II,OH,Oberlin,Lorain,Private,"Republic Services, Inc.",43374703.0,2021.0,Yes,10.765,1.346,1259-1,Operational,"Project #1, Expansion #1",2003-07-01,2023-08-06,Electricity,Reciprocating Engine,,(2) additional Deutz engines,2.0,2.7,1.0,"American Municipal Power, Inc.",EDL Energy,EDL Energy,DEUTZ Power Systems GmbH & Co KG; Parker Hannifin Filtration and Separation Division,No,0.1012,0.01036,41.305,-82.175
1007969.0,2429,Lorain County Landfill I & II,OH,Oberlin,Lorain,Private,"Republic Services, Inc.",43374703.0,2021.0,Yes,10.765,1.346,1259-2,Operational,"Project #1, Expansion #2",2012-11-01,2023-08-06,Electricity,Reciprocating Engine,,(10) Caterpillar 3520s,9.27,16.0,5.85,"American Municipal Power, Inc.",EDL Energy,EDL Energy,"Caterpillar, Inc.",No,0.46908,0.04803,41.305,-82.175
1004218.0,1275,Lycoming County Landfill,PA,Montgomery,Lycoming,Public,"Lycoming County Resource Management Services, PA",12016882.0,2021.0,Yes,2.569,0.136,180777-0,Operational,Project #3,2012-10-01,2023-08-06,Electricity,Cogeneration,,"(4) Caterpillar 3520 engines using 550 scfm LFG each: (2) engines provide electricity to the prison and (2) send to the grid, with up to 3.7 MMBtu/hr of heat from engine exhaust going to county buildings; 2 plants are electrically independent",5.03,6.4,2.66,"Federal Bureau of Prisons; Lycoming County Resource Management Services, PA; PPL Corporation",PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",Yes,0.25453,0.02606,41.1519,-76.9194
1004218.0,1275,Lycoming County Landfill,PA,Montgomery,Lycoming,Public,"Lycoming County Resource Management Services, PA",12016882.0,2021.0,Yes,2.569,0.136,180916-0,Operational,Project #2,2003-01-01,2023-08-06,Direct,Boiler,,"heating 65,000 ft2 on-site Materials Recovery Facility with two 2.4 MMBtu/hr boilers (~150 cfm peak)",,,0.032,"Lycoming County Resource Management Services, PA","Lycoming County Resource Management Services, PA","Lycoming County Resource Management Services, PA",,Yes,0.00314,0.00028,41.1519,-76.9194
1011793.0,464,Macon Bibb Walker Road MSWL,GA,Macon,Bibb,Public,"Macon-Bibb, GA",4416070.0,2021.0,Yes,0.633,0.023,529-4,Operational,"Project  #1, De-Expansion #2",2009-01-01,2023-08-06,Direct,Direct Thermal,,"2 brick kilns, 2 miles away",,,0.74,Cherokee Brick & Tile,Cherokee Brick & Tile,,,Yes,0.07255,0.0064,32.7995,-83.6107
1003029.0,1998,Madison County Landfill,NY,Canastota,Madison,Public,"Madison County, NY",2084593.0,2021.0,Yes,0.357,0.106,167083-0,Operational,Project #1,2009-06-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3520 engine,0.68,1.6,0.414,Constellation,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.03441,0.00352,43.0308,-75.7045
1003029.0,1998,Madison County Landfill,NY,Canastota,Madison,Public,"Madison County, NY",2084593.0,2021.0,Yes,0.357,0.106,167083-1,Operational,"Project #1, Expansion #1 (CHP)",2010-10-01,2023-08-06,Electricity,Cogeneration,,"waste heat from existing engine jacket heats onsite recycling MRF, scale house & training facility, also provides radiant heat flooring under sidewalks where waste haulers exit vehicles and helps de-ice sidewalks in winter, offsets propane use",0.0,0.0,,Madison County Landfill (NY),"Madison County, NY",,"Caterpillar, Inc.",Yes,0.0,0.0,43.0308,-75.7045
1003029.0,1998,Madison County Landfill,NY,Canastota,Madison,Public,"Madison County, NY",2084593.0,2021.0,Yes,0.357,0.106,167083-2,Operational,"Project #1, Expansion #2 (CHP)",2016-03-01,2023-08-06,Electricity,Cogeneration,,5 lumber drying kilns with temperature range between 90 and 150 deg F,0.0,0.0,,Johnson Brothers Lumber,Johnson Brothers Lumber,Johnson Brothers Lumber,"Caterpillar, Inc.",Yes,0.0,0.0,43.0308,-75.7045
1007756.0,2243,Mahoning LF,OH,New Springfield,Mahoning,Private,WM,7624310.0,2021.0,Yes,1.828,0.038,180331-0,Operational,Project #1,2013-02-15,2023-08-06,Electricity,Reciprocating Engine,,(5) CAT 3516 engines running initially (6 installed),3.7,4.0,1.79,"City of Oberlin, OH","WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.18723,0.01917,40.914603,-80.585632
1007756.0,2243,Mahoning LF,OH,New Springfield,Mahoning,Private,WM,7624310.0,2021.0,Yes,1.828,0.038,180331-1,Future Potential,"Project #1, Expansion #1",,2023-08-06,Electricity,Reciprocating Engine,,(1) CAT 3516 engine,,0.8,,,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.0,0.0,40.914603,-80.585632
1007610.0,1571,Maplewood Recycling & Waste Disposal,VA,Jetersville,Amelia,Private,WM,13370668.0,2021.0,Yes,3.089,1.039,1648-0,Operational,Project #1,2001-08-28,2023-08-06,Electricity,Reciprocating Engine,,"36 engines burn a blend of 70% LFG and 30% diesel, each producing 350 kW, peaking plant is expandable to 48 engines",1.67,12.6,0.9,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.0845,0.00865,37.307,-78.0634
